timestamp,equipment_tag,unit_id,Level_pct,Temperature_C,anomaly_flag
2026-01-01T00:00:00,400-T-401,400,42.12,43.49,0
2026-01-01T06:00:00,400-T-401,400,89.96,56.83,0
2026-01-01T12:00:00,400-T-401,400,53.42,29.77,0
2026-01-01T18:00:00,400-T-401,400,29.55,27.89,0
2026-01-02T00:00:00,400-T-401,400,82.35,41.39,0
2026-01-02T06:00:00,400-T-401,400,83.37,42.9,0
2026-01-02T12:00:00,400-T-401,400,78.35,36.86,0
2026-01-02T18:00:00,400-T-401,400,86.37,34.76,0
2026-01-03T00:00:00,400-T-401,400,21.9,50.33,0
2026-01-03T06:00:00,400-T-401,400,83.55,35.03,0
2026-01-03T12:00:00,400-T-401,400,62.64,43.29,0
2026-01-03T18:00:00,400-T-401,400,85.19,58.02,0
2026-01-04T00:00:00,400-T-401,400,21.29,47.7,0
2026-01-04T06:00:00,400-T-401,400,38.93,25.49,0
2026-01-04T12:00:00,400-T-401,400,44.51,36.06,0
2026-01-04T18:00:00,400-T-401,400,48.41,29.68,0
2026-01-05T00:00:00,400-T-401,400,59.68,30.42,0
2026-01-05T06:00:00,400-T-401,400,53.1,21.43,0
2026-01-05T12:00:00,400-T-401,400,27.13,55.79,0
2026-01-05T18:00:00,400-T-401,400,23.38,32.2,0
2026-01-06T00:00:00,400-T-401,400,24.22,50.52,0
2026-01-06T06:00:00,400-T-401,400,31.21,26.88,0
2026-01-06T12:00:00,400-T-401,400,71.97,40.54,0
2026-01-06T18:00:00,400-T-401,400,61.98,37.0,0
2026-01-07T00:00:00,400-T-401,400,33.56,26.78,0
2026-01-07T06:00:00,400-T-401,400,60.38,58.45,0
2026-01-07T12:00:00,400-T-401,400,39.87,28.68,0
2026-01-07T18:00:00,400-T-401,400,66.01,40.03,0
2026-01-08T00:00:00,400-T-401,400,21.18,46.75,0
2026-01-08T06:00:00,400-T-401,400,42.74,51.79,0
2026-01-08T12:00:00,400-T-401,400,65.46,44.13,0
2026-01-08T18:00:00,400-T-401,400,88.17,24.59,0
2026-01-09T00:00:00,400-T-401,400,61.44,59.18,0
2026-01-09T06:00:00,400-T-401,400,73.4,41.82,0
2026-01-09T12:00:00,400-T-401,400,35.34,39.32,0
2026-01-09T18:00:00,400-T-401,400,61.09,25.42,0
2026-01-10T00:00:00,400-T-401,400,58.91,41.41,0
2026-01-10T06:00:00,400-T-401,400,60.45,49.87,0
2026-01-10T12:00:00,400-T-401,400,73.38,44.41,0
2026-01-10T18:00:00,400-T-401,400,23.29,58.23,0
2026-01-11T00:00:00,400-T-401,400,19.42,53.07,0
2026-01-11T06:00:00,400-T-401,400,59.89,45.59,0
2026-01-11T12:00:00,400-T-401,400,14.73,35.65,0
2026-01-11T18:00:00,400-T-401,400,80.03,44.41,0
2026-01-12T00:00:00,400-T-401,400,18.44,37.93,0
2026-01-12T06:00:00,400-T-401,400,75.63,32.22,0
2026-01-12T12:00:00,400-T-401,400,72.73,31.13,0
2026-01-12T18:00:00,400-T-401,400,54.31,20.51,0
2026-01-13T00:00:00,400-T-401,400,40.48,39.55,0
2026-01-13T06:00:00,400-T-401,400,73.13,38.66,0
2026-01-13T12:00:00,400-T-401,400,52.9,41.91,0
2026-01-13T18:00:00,400-T-401,400,34.33,28.72,0
2026-01-14T00:00:00,400-T-401,400,85.62,36.38,0
2026-01-14T06:00:00,400-T-401,400,30.38,45.23,0
2026-01-14T12:00:00,400-T-401,400,41.92,33.37,0
2026-01-14T18:00:00,400-T-401,400,72.15,50.66,0
2026-01-15T00:00:00,400-T-401,400,77.62,45.08,0
2026-01-15T06:00:00,400-T-401,400,71.99,32.21,0
2026-01-15T12:00:00,400-T-401,400,71.31,32.8,0
2026-01-15T18:00:00,400-T-401,400,34.93,46.44,0
2026-01-16T00:00:00,400-T-401,400,72.65,24.13,0
2026-01-16T06:00:00,400-T-401,400,25.6,24.82,0
2026-01-16T12:00:00,400-T-401,400,57.51,26.85,0
2026-01-16T18:00:00,400-T-401,400,69.05,52.87,0
2026-01-17T00:00:00,400-T-401,400,61.68,49.38,0
2026-01-17T06:00:00,400-T-401,400,89.74,40.67,0
2026-01-17T12:00:00,400-T-401,400,70.04,41.12,0
2026-01-17T18:00:00,400-T-401,400,74.07,30.26,0
2026-01-18T00:00:00,400-T-401,400,86.26,23.21,0
2026-01-18T06:00:00,400-T-401,400,34.76,48.78,0
2026-01-18T12:00:00,400-T-401,400,54.66,49.97,0
2026-01-18T18:00:00,400-T-401,400,61.63,26.02,0
2026-01-19T00:00:00,400-T-401,400,72.96,20.53,0
2026-01-19T06:00:00,400-T-401,400,17.0,44.12,0
2026-01-19T12:00:00,400-T-401,400,73.08,59.99,0
2026-01-19T18:00:00,400-T-401,400,10.99,23.31,0
2026-01-20T00:00:00,400-T-401,400,82.19,57.7,0
2026-01-20T06:00:00,400-T-401,400,23.46,56.95,0
2026-01-20T12:00:00,400-T-401,400,63.53,58.02,0
2026-01-20T18:00:00,400-T-401,400,50.9,51.64,0
2026-01-21T00:00:00,400-T-401,400,42.76,40.73,0
2026-01-21T06:00:00,400-T-401,400,56.93,54.97,0
2026-01-21T12:00:00,400-T-401,400,86.12,54.26,0
2026-01-21T18:00:00,400-T-401,400,18.78,35.85,0
2026-01-22T00:00:00,400-T-401,400,57.18,51.55,0
2026-01-22T06:00:00,400-T-401,400,49.34,45.16,0
2026-01-22T12:00:00,400-T-401,400,37.88,34.06,0
2026-01-22T18:00:00,400-T-401,400,31.1,27.14,0
2026-01-23T00:00:00,400-T-401,400,39.08,25.98,0
2026-01-23T06:00:00,400-T-401,400,82.07,37.69,0
2026-01-23T12:00:00,400-T-401,400,14.89,49.73,0
2026-01-23T18:00:00,400-T-401,400,11.59,32.35,0
2026-01-24T00:00:00,400-T-401,400,25.8,23.76,0
2026-01-24T06:00:00,400-T-401,400,50.13,45.17,0
2026-01-24T12:00:00,400-T-401,400,88.82,53.16,0
2026-01-24T18:00:00,400-T-401,400,32.99,33.98,0
2026-01-25T00:00:00,400-T-401,400,11.09,39.5,0
2026-01-25T06:00:00,400-T-401,400,10.15,31.51,0
2026-01-25T12:00:00,400-T-401,400,43.37,54.82,0
2026-01-25T18:00:00,400-T-401,400,69.71,40.5,0
2026-01-26T00:00:00,400-T-401,400,89.58,52.33,0
2026-01-26T06:00:00,400-T-401,400,47.37,32.38,0
2026-01-26T12:00:00,400-T-401,400,45.91,23.46,0
2026-01-26T18:00:00,400-T-401,400,39.7,48.92,0
2026-01-27T00:00:00,400-T-401,400,48.97,23.82,0
2026-01-27T06:00:00,400-T-401,400,84.42,22.33,0
2026-01-27T12:00:00,400-T-401,400,25.63,54.43,0
2026-01-27T18:00:00,400-T-401,400,73.95,55.52,0
2026-01-28T00:00:00,400-T-401,400,88.27,34.82,0
2026-01-28T06:00:00,400-T-401,400,71.92,45.72,0
2026-01-28T12:00:00,400-T-401,400,68.27,28.59,0
2026-01-28T18:00:00,400-T-401,400,29.56,51.66,0
2026-01-29T00:00:00,400-T-401,400,61.99,42.25,0
2026-01-29T06:00:00,400-T-401,400,80.78,35.69,0
2026-01-29T12:00:00,400-T-401,400,15.87,54.78,0
2026-01-29T18:00:00,400-T-401,400,83.39,34.34,0
2026-01-30T00:00:00,400-T-401,400,86.16,42.55,0
2026-01-30T06:00:00,400-T-401,400,72.16,21.58,0
2026-01-30T12:00:00,400-T-401,400,16.51,47.29,0
2026-01-30T18:00:00,400-T-401,400,21.25,27.66,0
2026-01-31T00:00:00,400-T-401,400,74.88,24.21,0
2026-01-31T06:00:00,400-T-401,400,74.84,28.76,0
2026-01-31T12:00:00,400-T-401,400,82.38,57.05,0
2026-01-31T18:00:00,400-T-401,400,27.48,46.46,0
